raw_id,source_channel,query_id,title,year,authors,venue,doi,url,abstract,raw_status,dedupe_status,pnce_status,exclusion_reason,match_score
RAW096,OpenAlex,Q2,Wireless control: Retrospective and open vistas,2024,Matthias Pezzutto; Subhrakanti Dey; Emanuele Garone; Konstantinos Gatsis; Karl Henrik Johansson; Luca Schenato,Annual Reviews in Control,10.1016/j.arcontrol.2024.100972,https://doi.org/10.1016/j.arcontrol.2024.100972,"The convergence of wireless networks and control engineering has been a technological driver since the beginning of this century. It has significantly contributed to a wide set of emerging applications, such as smart homes, robot swarms, connected autonomous vehicles, and wireless process automation. Envisioning further integration and developments in wireless control, in this paper we provide an overview of past results and present some perspective on the future of the area. Rather than extensively reviewing existing results, we provide a handbook for practitioners who want to tackle and contribute to wireless control. First, we introduce the key types of wireless networks for control applications pointing out their main strengths and their main bottlenecks. Then, we introduce the main technical approaches for the analysis and the design of wireless control showing both their basic ideas and their applicability. Finally, we provide a vision for the future of wireless control and we try to outline the main directions and research questions of the next decade.",identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW097,OpenAlex,Q2,Autonomous Driving in Agricultural Machinery: Advancing the Frontier of Precision Agriculture,2025,Qingchao Liu; Ruohan Yu; Haoda Suo; Yingfeng Cai; Long Chen; Haobin Jiang,Actuators,10.3390/act14090464,https://doi.org/10.3390/act14090464,"Increasing global food production to address challenges from population growth, labor shortages, and climate change necessitates a significant enhancement of agricultural sustainability. Autonomous agricultural machinery, a recognized application of precision agriculture, offers a promising solution to boost productivity, resource efficiency, and environmental sustainability. This study presents a systematic review of autonomous driving technologies for agricultural machinery based on 506 rigorously selected publications. The review emphasizes three core aspects: navigation reliability assurance, motion control mechanisms for both vehicles and implements, and actuator fault-tolerance strategies in complex agricultural environments. Applications in farmland, orchards, and livestock farming demonstrate substantial potential. This study also discusses current challenges and future development trends. It aims to provide a reference and technical guidance for the engineering implementation of intelligent agricultural machinery and to support sustainable agricultural transformation.",identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW098,OpenAlex,Q2,Quasi-Consensus of Time-Varying Multi-Agent Systems with External Inputs under Deception Attacks,2022,Zixian Zeng; Shiguo Peng; Wandian Feng,Entropy,10.3390/e24040447,https://doi.org/10.3390/e24040447,"The quasi-consensus of a class of nonlinear time-varying multi-agent systems suffering from both external inputs and deception attacks is studied in this paper. This is different from a time-varying matrix, which is assumed to be bounded; further reasonable assumptions are supposed. In addition, impulsive deception attacks modeled with Bernoulli variables are considered. Sufficient conditions to achieve quasi-consensus are given, and the upper bounds of the error state related to the deception attacks is derived. Finally, a numerical simulation example is provided to show the validity of the obtained results.",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW099,OpenAlex,Q2,An Overview of Model-Free Adaptive Control for the Wheeled Mobile Robot,2024,Chen Zhang; Chen Cen; Jiahui Huang,World Electric Vehicle Journal,10.3390/wevj15090396,https://doi.org/10.3390/wevj15090396,"Control technology for wheeled mobile robots is one of the core focuses in the current field of robotics research. Within this domain, model-free adaptive control (MFAC) methods, with their advanced data-driven strategies, have garnered widespread attention. The unique characteristic of these methods is their ability to operate without relying on prior model information of the control system, which showcases their exceptional capability in ensuring closed-loop system stability. This paper extensively details three dynamic linearization techniques of MFAC: compact form dynamic linearization, partial form dynamic linearization and full form dynamic linearization. These techniques lay a solid theoretical foundation for MFAC. Subsequently, the article delves into some advanced MFAC schemes, such as dynamic event-triggered MFAC and iterative learning MFAC. These schemes further enhance the efficiency and intelligence level of control systems. In the concluding section, the paper briefly discusses the future development potential and possible research directions of MFAC, aiming to offer references and insights for future innovations in control technology for wheeled mobile robots.",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW100,OpenAlex,Q2,Production Data Management of Smart Farming Based on Shili Theory,2023,Shuyao Li; Wenfu Wu; Yujia Wang; Na Zhang; Fanhui Sun; Jiang Feng,Agriculture,10.3390/agriculture13040751,https://doi.org/10.3390/agriculture13040751,"The development of smart farming comes with a lot of data problems. Studies have shown this is due to insufficient cognition of the structural relationship between data and events. Shili Theory is an attractive concept. To embed intelligent agricultural technology in events and the natural environment, especially to unify and standardize agricultural production data, firstly, this paper has defined the concept of Shili Theory which researches the natural regularity of the event by Shili Mirrored Structure. Secondly, this paper has proposed a Shili Mirrored Structure based on the technology development path (from the human brain memory mechanism to the information storage mechanism to intelligent technology). Finally, the structure has been applied to develop an intelligent system of agricultural production data management. In rice production of Jilin Province, it forms the event chain of the whole plant 5T (seed, seeding, paddy shoot, grain, product period operation) and grain period 5T (harvesting, field stacking, drying, warehousing, storing). The system application shows that this management structure can reduce data flow, improve data utilization, and enhance the correlation between data and events. It can realize the quality improvement of the agricultural production process, especially revealing the 8.83% significant latent loss in rice harvest.",identified,unique,exclude,R03_no_clear_network_control_component,
RAW101,OpenAlex,Q2,Next generation cyber-physical water distribution systems,2016,Sokratis Kartakis,Spiral (Imperial College London),10.25560/52704,https://doi.org/10.25560/52704,"Over the last decade, there has been a trend where water utility companies aim to make water distribution networks more intelligent in order to improve their quality of service, reduce water and energy waste, minimize maintenance costs etc., by incorporating Information and Communications Technologies (ICT). Current state of the art solutions use expensive power hungry deployments to monitor and transmit water network states periodically in order to detect anomalous behaviors, such as water leakage and bursts, and control water network assets. However, more than 97% of water network assets are found in remote areas, away from power and are often in geographically remote underpopulated areas; facts that make current approaches unsuitable for next generation more dynamic adaptive water networks. Battery-driven wireless sensor/actuator-based solutions are theoretically the perfect choice to support next generation cyber-physical water distribution systems. In this context, this thesis answers the question: ""How can the communication be optimized to achieve sustainable Cyber-Physical Systems (CPS) deployed in such harsh environments exploiting limited resources by combining Information, Control, and Communication theory (I2C)? "" In order to efficiently utilize underground wireless sensor and actuator network infrastructures, the concepts of edge data processing, anomaly detection and localization, based on compression, stream analyses and graph theory, are introduced. Furthermore, energy optimization and network sustainability by exploiting data-rate and communication scheduling adaptation, based on Lyapunov optimization, is proposed; while the benefits of aperiodic communication are investigated by accommodating event-triggered control technique into smart water networks. In addition to simulations based on real data, WaterBox and BentoBox evaluation platforms were developed to evaluate the proposed algorithms and prove the benefits of event-triggered control and Low Power Wide Area (LPWA) communication technologies against the state-of-the-art solutions. Through theoretical analysis, simulations, and real testbed experiments, the proposed algorithms and systems are shown to outperform contemporary solutions by achieving communication and actuation optimization, data reliability enhancement, while ensuring the sustainable operation of smart water networks. The work presented in this thesis should be of interest to researchers in the emerging areas Cyber-Physical Systems (CPS), Internet of Things (IoT), and Information and Communications Technology (ICT) for smart sustainable cites.",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW102,OpenAlex,Q2,Design and Implementation of an Autonomous Intelligent Fertigation System for Cross-Regional Applications,2025,Ruizhi Tang; Hao Hu; Hai Lin; Jiahao Li; Zian Wang; Guanquan Zhu,Actuators,10.3390/act14090413,https://doi.org/10.3390/act14090413,"Conventional fertigation systems suffer from limited cross-regional adaptability, mainly due to unstable fertilizer flow from fixed-aperture units, poor terrain adaptability, and an inadequate response to environmental heterogeneity. This study proposes an autonomous, cross-regional intelligent fertigation system based on an STM32F1 microcontroller and UART communication protocols. The system integrates a mechanically adjustable iris fertilizer delivery unit, a dual-axis fertigation module, a data interconnection unit, and comprehensive control software with dynamic calibration capabilities. Prototype evaluations conducted on both sloped terrain (up to 38°) and flat surfaces demonstrate a stable performance, achieving fertilizer flow control errors below 3%, irrigation deviation under 5%, and fertilization deviation within 2%. Real-time data acquisition, remote monitoring, and intelligent operation are supported by a YOLOv5s-based visual recognition system, which attains an mAP@0.5 of 92.5%. This integrated solution offers a robust approach to precision agriculture across diverse environmental conditions.",identified,duplicate,pending,D01_duplicate_of_RAW044,
RAW103,OpenAlex,Q2,"Classification Evolution, Control Strategy Innovation, and Future Challenges of Vehicle Suspension Systems: A Review",2025,Y.J Mei; Ruochen Wang; Renkai Ding; Yu Jiang,Actuators,10.3390/act14100485,https://doi.org/10.3390/act14100485,"The suspension system can adapt to different road excitations by adjusting its own stiffness or damping, or outputting active driving force, thereby improving the comprehensive dynamic performance of the vehicle, including ride comfort and vehicle handling. As the automotive industry’s requirements for “intelligence, comfort, and safety” continue to increase, the intelligence of suspension systems has become a research hotspot for scientific research institutions and enterprises, with broad development prospects. This article reviews the current development status of automotive suspensions and introduces the working principles and research status of different types of suspension systems, such as passive suspensions, semi-active suspensions, active suspensions, and electromagnetic suspensions. In addition, it summarizes the control methods of vehicle intelligent suspensions, including classical control, modern control, and intelligent control, and expounds the advantages and disadvantages of each control strategy. Finally, it summarizes the challenges and development trends faced by suspension systems. This review can provide technical reference for researchers engaged in the study of intelligent suspension under the modern chassis architecture and offer direction guidance for the development of key suspension technologies.",identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW104,OpenAlex,Q2,"Distributed design of ultra large-scale control systems: Progress, Challenges, and Prospects",2025,Leonardo Pedroso; Pedro Batista; W.P.M.H. Heemels,Annual Reviews in Control,10.1016/j.arcontrol.2025.100987,https://doi.org/10.1016/j.arcontrol.2025.100987,"The transition from large centralized complex control systems to distributed configurations that rely on a network of a very large number of interconnected simpler subsystems is ongoing and inevitable in many applications. It is attributed to the quest for resilience, flexibility, and scalability in a multitude of engineering fields with far-reaching societal impact. Although many design methods for distributed and decentralized control systems are available, most of them rely on a centralized design procedure requiring some form of global information of the whole system. Clearly, beyond a certain scale of the network, these centralized design procedures for distributed controllers are no longer feasible and we refer to the corresponding systems as ultra large-scale systems (ULSS). For these ULSS, design algorithms are needed that are distributed themselves among the subsystems and are subject to stringent requirements regarding communication, computation, and memory usage of each subsystem. In this paper, a set of requirements is provided that assures a feasible real-time implementation of all phases of a control solution on an ultra large scale. State-of-the-art approaches are reviewed in the light of these requirements and the challenges hampering the development of befitting control algorithms are pinpointed. Comparing the challenges with the current progress leads to the identification and motivation of promising research directions.",identified,duplicate,pending,D01_duplicate_of_RAW080,
RAW105,OpenAlex,Q2,"Smart IoT Solutions: Revolutionizing Agriculture, Urban Infrastructure, and Cybersecurity",2024,Murali Krishna Pasupuleti,,10.62311/nesx/rb978-81-982460-5-9,https://doi.org/10.62311/nesx/rb978-81-982460-5-9,"Abstract: Smart IoT Solutions: Revolutionizing Agriculture, Urban Infrastructure, and Cybersecurity frames the Internet of Things as a rigorously engineered socio-technical system whose value is realized only when sensing, networking, edge–cloud compute, data/AI services, and governance are co-designed. The book introduces a Five-Layer Reference Stack and a design calculus that links spectrum, time-synchronization, and key-management choices to safety envelopes, reliability targets, and equity outcomes. Drawing on deployments from smallholder agriculture to city-scale digital twins and critical-infrastructure security, we specify verifiable requirements—latency–reliability budgets, observability contracts, SBOM-anchored update pipelines, and privacy-preserving analytics—that convert pilots into durable public services. Methodological chapters provide experiment designs, uncertainty propagation, and performance-based procurement models; domain chapters deliver closed-loop agronomic control, grid/water/building orchestration, and a zero-trust security architecture for long-lived devices and ML pipelines. By integrating technical controls with legal, economic, and institutional instruments, the book equips researchers, practitioners, and policymakers to evaluate claims, de-risk investment, and accredit systems whose benefits are measurable, auditable, and fairly distributed. Keywords: Internet of Things, edge computing, LPWAN, private 5G, time-sensitive networking, digital twins, federated learning, zero-trust security, SBOM, differential privacy, smart agriculture, smart cities, critical infrastructure, performance-based procurement, equity metrics",identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW106,OpenAlex,Q2,Research on Early Warning Method of Plough Layer Thickness of Cultivated Land in Black Soil Driven by Rainfall Events,2024,Ning Yang; Yuchun Pan; Yanbing Zhou; Changhua Liu; Yunbing Gao,International Journal of Natural Resources and Environmental Studies,10.62051/10.62051/ijnres.v2n1.11,https://doi.org/10.62051/10.62051/ijnres.v2n1.11,"The thinning of the arable layer causes soil quality degradation, seriously affecting crop growth and even threatening national food security. This article focuses on the problems and needs of poor timeliness, high cost, and inability to dynamically warn about the thinning of the tillage layer in black soil farmland, and conducts research on corresponding warning methods. Based on daily rainfall data, the percentile method is used to calculate the threshold for erosive rainfall event driven warning. Based on erosive rainfall event driven coupling of external soil erosion stress meteorological elements and influencing processes, as well as the connotation of geographic events, the concept definition of geographic events for thinning warning of arable layer thickness is given. The semantic description and discovery method of geographic events are provided, and geographic event driven rules and the technical process of thinning warning of arable layer thickness are formulated. There is a significant correlation between rainfall and topsoil thickness, with a correlation coefficient of 0.83. A soil thickness thinning warning simulation was conducted based on the daily rainfall data of Hailun City, Heilongjiang Province in 2020. On June 14, 2020, when the daily rainfall exceeded the event threshold, an automatic warning for thinning of the plow layer was triggered, achieving a dynamic warning process for thinning of the plow layer. The research results indicate that this method is helpful in solving the problem of thinning warning of the cultivated layer thickness in black soil farmland, and can provide technical support for the quality construction, protection, and management of black soil farmland.",identified,unique,exclude,R03_no_clear_network_control_component,
RAW107,OpenAlex,Q2,Proposing a conceptualized framework for managing smart water management system in smart cities in India,2025,Sunita Devi; Sukhvir Singh,Frontiers in Health Informatics,10.63682/fhi2817,https://doi.org/10.63682/fhi2817,"The Internet, widely seen as the most significant innovation of the 21st century, has profoundly revolutionized worldwide interconnectedness, facilitating unprecedented proximity among individuals. The advancements in computing and communication technology have facilitated the emergence of the Internet of Things (IoT), which represents the next generation of the Internet. Due to the swift growth in population and urbanization, cities need to transform into Smart Cities, a process that can be aided by the Internet of Things (IoT). Efficient management of water is essential for human survival, making smart water management systems a vital component of Smart Cities. This article examines a range of technologies and platforms that are necessary for establishing a smart environment. The text presents an architectural blueprint for intelligent water management and explores the specifics of implementing a smart water monitoring system.",identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW108,OpenAlex,Q2,Robust Model Predictive Control with Aperiodic Actuation: Employing a Decentralized Triggering Mechanism,2017,Sander Bregman,Research Repository (Delft University of Technology),,https://openalex.org/W2786653592,"In this thesis, a control design problem, in which communication between different elements of the control system takes place through a shared (possibly wireless) channel, is considered. With the implementation of the proposed approach, the use of limited resources such as network bandwidth and battery life may be reduced.&lt;br/&gt;&lt;br/&gt;The proposal consists of a robust model predictive control (MPC) approach, that is only executed at instants at which a decentralized triggering mechanism triggers. As long as no triggering occurs, inputs that have been computed at the previous MPC update are used. The triggering mechanism uses the trajectories from the MPC to calculate bounds on the error between each actual state and predicted state, for all instants up to the horizon. When all individual errors are inside their respective bounds at some instant, violation at the next instant still results in an MPC problem that is (1) guaranteed to have a feasible solution and (2) for which an upper bound for the objective function value is given that is lower than the value at the previous instant. These two properties result in stability of the closed loop system. &lt;br/&gt;&lt;br/&gt;Simulation results are given to demonstrate the effectiveness of the proposed approach. Compared to approaches that solve similar problems that can be found in literature, the proposed approach differs in the need for weaker assumptions and/or in the maximization of the bounds on the error signal. This is made possible by letting the triggering mechanism depend on the sequences that are generated by the MPC at the last update instant, as well as the measured state.&lt;br/&gt;&lt;br/&gt;",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW109,OpenAlex,Q2,Research on the Three-Level Integrated Environmental Evaluation Model for Multi-Greenhouse Potatoes,2024,Shize Liu; Tao Zhong; Huan Zhang; Jian Zhang; Zhiguo Pan; Ranbing Yang,Agriculture,10.3390/agriculture14071043,https://doi.org/10.3390/agriculture14071043,"Aiming at the problems of large error and redundancy in the multi-node data acquisition of multi-greenhouse photo growth environmental information, a three-level fusion algorithm based on adaptive weighting, an LMBP network, and an improved D-S theory is proposed. The box-and-line graph method recognizes the original data and then replaces it based on the mean value method; the air temperature, humidity, and light intensity measurements are unbiased estimations of the true value to be estimated, so the first level of fusion chooses the adaptive weighted average algorithm to find the optimal weights of each sensor under the condition of minimizing the total mean-square error and obtains the optimal estimation of the weights of the homogeneous sensors of a greenhouse. The Levenberg–Marquardt algorithm was chosen for the second level of fusion to optimize the weight modification of the BP neural network, i.e., the LMBP network, and the three environmental factors corresponding to “suitable”, “uncertain” and “unsuitable” potato growth environments were trained for the three environmental factors in the reproductive periods. The output of the hidden layer was converted into probability by the Softmax function. The third level is based on the global fusion of evidence theory (also known as D-S theory), and the network output is used as evidence to obtain a consistent description of the multi-greenhouse potato cultivation environment and the overall scheduling of farming activities, which better solves the problem of the difficulty in obtaining basic probability assignments in the evidence theory; in the case of a conflict between the evidence, the BPA of the conflicting evidence is reallocated, i.e., the D-S theory is improved. Example validation shows that the total mean square error of the adaptive weighted fusion value is smaller than the variance of each sensor estimation, and sensors with lower variance are assigned lower weights, which makes the fusion result not have a large deviation due to the failure of individual sensors; when the fusion result of a greenhouse feature level is “unsuitable”, the fusion result of each data level is considered comprehensively, and the remote control agency makes a decision, which makes full use of the complementary nature of multi-sensor information resources and solves the problem of fusion of multi-source environmental information and the problem of combining conflicting environmental evaluation factors. Compared with the traditional D-S theory, the improved D-S theory reduces the probability of the “uncertainty” index in the fusion result again. The three-level fusion algorithm in this paper does not sacrifice data accuracy and greatly reduces the noise and redundancy of the original data, laying a foundation for big data analysis.",identified,unique,candidate_core,,
RAW110,OpenAlex,Q2,Event and Time-Triggered Control Module Layers for Individual Robot Control Architectures of Unmanned Agricultural Ground Vehicles,2017,Tyler A. Troyer,Lincoln (University of Nebraska),,https://openalex.org/W2774301718,"Automation in the agriculture sector has increased to an extent where the accompanying methods for unmanned field management are becoming more economically viable. This manifests in the industry’s recent presentation of conceptual cab-less machines that perform all field operations under the high-level task control of a single remote operator. A dramatic change in the overall workflow for field tasks that historically assumed the presence of a human in the immediate vicinity of the work is predicted. This shift in the entire approach to farm machinery work provides producers increased control and productivity over high-level tasks and less distraction from operating individual machine actuators and implements. The final implication is decreased mechanical complexity of the cab-less field machines from their manned counter types. An Unmanned Agricultural Ground Vehicle (UAGV) electric platform received a portable control module layer (CML) which was modular and able to accept higher-level mission commands while returning system states to high-level tasks. The simplicity of this system was shown by its entire implementation running on microcontrollers networked on a Time-Triggered Controller Area Network (TTCAN) bus. A basic form of user input and output was added to the system to demonstrate a simple instance of sub-system integration. In this work, all major levels of design and implementation are examined in detail, revealing the ‘why’ and ‘how’ of each subsystem. System design philosophy is highlighted from the beginning. A state-space feedback steering controller was implemented on the machine utilizing a basic steering model found in literature. Finally, system performance is evaluated from the perspectives of a number of disciplines including: embedded systems software design, control systems, and robot control architecture. Recommendations for formalized UAGV system modeling, estimation, and control are discussed for the continuation of research in simplified low-cost machines for in-field task automation. Additional recommendations for future time-triggered CML experiments in bus robustness and redundancy are discussed. The work presented is foundational in the shift from event-triggered communications towards time-triggered CMLs for unmanned agricultural machinery and is a front-to-back demonstration of time-triggered design. Advisor: Santosh K. Pitla",identified,unique,candidate_core,,
RAW111,OpenAlex,Q2,CCDC 2019 Front Matter,2019,Marios Polycarpou; Zhongli Lin; Yahui Wang; Dingyu Xue; Guisheng Zhai; Yong Zhao,,10.1109/ccdc.2019.8832861,https://doi.org/10.1109/ccdc.2019.8832861,"Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW112,OpenAlex,Q2,[Front matter],2018,Wang; Hong Guang-; Yang; Chairman Zhang; Members Basar; Cao,,10.1109/ccdc.2018.8407035,https://doi.org/10.1109/ccdc.2018.8407035,"Conference proceedings front matter may contain various advertisements, welcome messages, committee or program information, and other miscellaneous conference information. This may in some cases also include the cover art, table of contents, copyright statements, title-page or half title-pages, blank pages, venue maps or other general information relating to the conference that was part of the original conference proceedings.",identified,unique,exclude,R04_out_of_agriculture_scope,
RAW113,OpenAlex,Q2,Self-triggered Control with Energy Harvesting Sensor Nodes,2023,Naomi Stricker; Yingzhao Lian; Yuning Jiang; Colin N. Jones; Lothar Thiele,ACM Transactions on Cyber-Physical Systems,10.1145/3597311,https://doi.org/10.1145/3597311,"Distributed embedded systems are pervasive components jointly operating in a wide range of applications. Moving toward energy harvesting powered systems enables their long-term, sustainable, scalable, and maintenance-free operation. When these systems are used as components of an automatic control system to sense a control plant, energy availability limits when and how often sensed data are obtainable and therefore when and how often control updates can be performed. The time-varying and non-deterministic availability of harvested energy and the necessity to plan the energy usage of the energy harvesting sensor nodes ahead of time, on the one hand, have to be balanced with the dynamically changing and complex demand for control updates from the automatic control plant and thus energy usage, on the other hand. We propose a hierarchical approach with which the resources of the energy harvesting sensor nodes are managed on a long time horizon and on a faster timescale, self-triggered model predictive control controls the plant. The controller of the harvesting-based nodes’ resources schedules the future energy usage ahead of time and the self-triggered model predictive control incorporates these time-varying energy constraints. For this novel combination of energy harvesting and automatic control systems, we derive provable properties in terms of correctness, feasibility, and performance. We evaluate the approach on a double integrator and demonstrate its usability and performance in a room temperature and air quality control case study.",identified,duplicate,pending,D01_duplicate_of_RAW017,
RAW114,OpenAlex,Q2,Holistic Control for Cyber-Physical Systems,2021,Yehan Ma,Open Scholarship Institutional Repository (Washington University in St. Louis),10.7936/31bn-m317,https://doi.org/10.7936/31bn-m317,"The Industrial Internet of Things (IIoT) are transforming industries through emerging technologies such as wireless networks, edge computing, and machine learning. However, IIoT technologies are not ready for control systems for industrial automation that demands control performance of physical processes, resiliency to both cyber and physical disturbances, and energy efficiency. To meet the challenges of IIoT-driven control, we propose holistic control as a cyber-physical system (CPS) approach to next-generation industrial automation systems. In contrast to traditional industrial automation systems where computing, communication, and control are managed in isolation, holistic control orchestrates the management of cyber platforms (networks and computing platforms) and physical plant control at run-time in an integrated architecture. Specifically, this dissertation research comprises the following primary components.\nHolistic wireless control: The core of holistic wireless control is a holistic controller comprising a plant controller and a network controller cooperating with each other. At run-time the holistic controller generates (1) control commands to the physical plant and (2) network reconfiguration commands to wireless networks based on both physical and network states. This part of dissertation research focused on the design and evaluation of holistic controllers exploiting a range of network reconfiguration strategies: (1) adapting transmission redundancy, (2) adapting sampling rates, (3) self-triggered control, and (4) dynamic transmission scheduling. Furthermore, we develop novel network reconfiguration protocols (NRP) as actuators to control network configurations in holistic control.\nHolistic edge control: This part of dissertation research explores edge computing as a multitier computing platform for holistic control. The proposed switching multi-tier control (SMC) dynamically switches controllers located on different computation platforms, thereby exploiting the trade-off between computation and communication in a multi-tier computing platform. We also design the stability switch between local and edge controllers under information loss from another perspective, based on co-design of edge and local controllers that are designed via a joint Lyapunov function.\nReal-time wireless cyber-physical simulators: To evaluate holistic control, we extend the Wireless Cyber-Physical Simulator (WCPS) to integrate simulated physical plants (in Simulink) with real wireless networks (WCPS-RT) and edge computing platforms (WCPS-EC). The real-time WCPS provides a holistic environment for CPS simulations that incorporate wireless dynamics that are challenging to simulate accurately, explore the impacts and trade-off of computation and communication of multi-tier platforms, and leverage simulation support for controllers and plants.",identified,unique,candidate_core,,
RAW115,OpenAlex,Q3,Model predictive control and its application in agriculture: A review,2018,Ying Ding; Liang Wang; Yongwei Li; Daoliang Li,Computers and Electronics in Agriculture,10.1016/j.compag.2018.06.004,https://doi.org/10.1016/j.compag.2018.06.004,,identified,unique,exclude,R02_wrong_document_type_or_domain,
RAW116,OpenAlex,Q3,Renewable energy-powered semi-closed greenhouse for sustainable crop production using model predictive control and machine learning for energy management,2022,Guoqing Hu; Fengqi You,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2022.112790,https://doi.org/10.1016/j.rser.2022.112790,,identified,unique,candidate_core,,
RAW117,OpenAlex,Q3,A model predictive controller for precision irrigation using discrete lagurre networks,2021,Abiodun Emmanuel Abioye; Mohamad Shukri Zainal Abidin; Muhammad Naveed Aman; Mohd Saiful Azimi Mahmud; Salinda Buyamin,Computers and Electronics in Agriculture,10.1016/j.compag.2020.105953,https://doi.org/10.1016/j.compag.2020.105953,,identified,unique,candidate_core,,
RAW118,OpenAlex,Q3,Data-driven model predictive control for irrigation management in agricultural greenhouses under CO2 enrichment,2025,Ikhlas Ghiat; Rajesh Govindan; Tareq Al‐Ansari,Smart Agricultural Technology,10.1016/j.atech.2025.101071,https://doi.org/10.1016/j.atech.2025.101071,"The quest for sustainable agricultural practices has significantly increased, particularly in hyper-arid regions characterised by severe water scarcity, and where ensuring food security is a critical concern. This growing interest is driven by the need for agricultural self-sufficiency in the face of geopolitical uncertainties, population growth, climate change, and the need to reduce the dependency on food imports. This work delves into innovative data-driven strategies tailored for agriculture in such challenging environments, with a specific focus on harnessing the potential of CO 2 enrichment in enhancing resource efficiency by promoting plant growth and optimizing input use in closed greenhouse systems. In this study, a data-driven model predictive control (MPC) is employed within a greenhouse environment to optimise irrigation scheduling. The key focus is utilising the power of the extreme gradient boosting (XGBoost) model to predict dynamic transpiration rates, considering the intricate interplay of microclimate conditions and physiological variations with transpiration. The XGBoost model is configured to incorporate microclimate data encompassing solar radiation, inside temperature, inside relative humidity, and inside CO 2 concentration, along with vegetation indices derived from hyperspectral imaging measurements including NDVI, WBI, and PRI, serving as predictive variables. The model demonstrated a high predictive accuracy, achieving an R 2 of 97.1% and an RMSE of 0.417 mmol/m 2 /s for transpiration estimation. The XGBoost model is then incorporated into the MPC framework to control irrigation while maintaining optimal soil moisture levels. This integration is then used to manage irrigation strategies under two distinct CO 2 enrichment regimes: 400 ppm and 1000 ppm. Findings of this study highlight that the MPC-based irrigation control results in substantial water savings of 42.2% over the course of one week of projections compared to the existing irrigation schedule under varying CO 2 concentrations. Furthermore, when applying the MPC model under different CO 2 enrichment regimes, results reveal a 34% reduction with CO 2 enrichment at 1000 ppm relative to 400 ppm. This research underscores the potential of MPC in closed greenhouse environments, emphasising the advantages of advanced predictive modeling, data integration, as well as continuous rolling optimisation, for achieving optimal irrigation control. It also highlights the capacity of CO 2 enrichment in closed agricultural greenhouses, particularly in regions under conditions of high solar radiation, as an effective practice for reducing water consumption.",identified,duplicate,pending,D01_duplicate_of_RAW001,
RAW119,OpenAlex,Q3,Model Predictive Control Structures for Periodic ON–OFF Irrigation,2023,G.B. Cáceres; Antonio Ferramosca; Pablo Millán; Mario Pereira Martín,IEEE Access,10.1109/access.2023.3277618,https://doi.org/10.1109/access.2023.3277618,"Agriculture accounts for approximately 70% of the world’s freshwater consumption. Furthermore, traditional irrigation practices, which rely on empirical methods, result in excessive water usage. This, in turn, leads to increased working hours for irrigation pumps and higher electricity consumption. The main objective of this study is to develop and evaluate periodic model predictive control structures that explicitly account for on-off irrigation, a characteristic of drip irrigation systems where watering can be turned on and off, but flow cannot be regulated. While both proposed control structures incorporate an economic upper layer (Real Time Optimizer, RTO), they differ in the costs associated with the lower layer. The first structure, called Model Predictive Control for Tracking (MPCT), focuses on tracking effectiveness, while the second structure, called Economic Model Predictive Control for Tracking (EMPCT), incorporates the economic cost into the tracking term. These proposed structures are tested in a realistic case study, specifically in a strawberry greenhouse, and both show satisfactory performance. The choice of the best option will depend on specific conditions.",identified,unique,candidate_core,,
RAW120,OpenAlex,Q3,Hierarchical model predictive control for managing agricultural greenhouse systems,2022,Zhiling Ren; Yun Dong; Dong Lin,2022 4th International Conference on Industrial Artificial Intelligence (IAI),10.1109/iai55780.2022.9976658,https://doi.org/10.1109/iai55780.2022.9976658,"This paper presents a hierarchical model predictive control method for the management of agricultural greenhouse systems. The proposed approach consists of an optimization layer and a control layer. At the optimization layer, an optimization strategy is proposed to minimize the total costs of greenhouse heating/cooling, ventilation, irrigation, carbon dioxide (CO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> ) supply and carbon emissions while maintaining greenhouse environmental factors, including temperature, humidity and CO <inf xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</inf> concentration, within specified ranges. The proposed method is compared with a baseline method that minimizes greenhouse operating costs. At the control layer, a model predictive controller (MPC) is designed to track the reference trajectory obtained from the optimization layer. Simulation results show that the proposed method can reduce the total cost by R827 and the carbon emissions by 1.16 tons compared with the baseline method. Moreover, the designed MPC controller is verified to have good control performance under different levels of system disturbances. The proposed method is helpful to realize cleaner production and sustainable development of agricultural greenhouses.",identified,unique,candidate_core,,
