duplicate_raw_id,duplicate_title,duplicate_doi,duplicate_channel,duplicate_query,retained_raw_id,dedupe_rule,evidence_reason
RAW563,Design and performance of nutrient dosing control system using fuzzy logic,,local_cleaned_papers,LOCAL,RAW401,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW401
RAW564,Mappings Of Plithogenic Cubic Sets,,local_cleaned_papers,LOCAL,RAW402,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW402
RAW565,Efficient state synchronization in distributed electrical grid systems,,local_cleaned_papers,LOCAL,RAW403,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW403
RAW566,ILoRa: Interleaving-driven neural network for rate adaptation in LoRa communications,,local_cleaned_papers,LOCAL,RAW404,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW404
RAW567,Jaguar-Based Routing Protocol (JRP) For Improved Reliability in DANET,,local_cleaned_papers,LOCAL,RAW406,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW406
RAW568,Machine learning and robotics in urban traffic flow optimization,,local_cleaned_papers,LOCAL,RAW407,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW407
RAW569,Optimizing Quality of Service and Energy Efficiency in Hazardous DANET,,local_cleaned_papers,LOCAL,RAW408,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW408
RAW570,Early Prediction of Heart Disease Using Deep Belief-Assisted Neural Predictor (Agricultural Health App),,local_cleaned_papers,LOCAL,RAW409,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW409
RAW571,Towards the quantum-safe web: benchmarking post-quantum tls,,local_cleaned_papers,LOCAL,RAW410,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW410
RAW572,Emerging technologies for smart and sustainable precision agriculture,,local_cleaned_papers,LOCAL,RAW411,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW411
RAW573,IoT-Enabled Autonomous Rover for Small-Scale Precision Farming,,local_cleaned_papers,LOCAL,RAW413,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW413
RAW574,Versatile quantum-safe hybrid key exchange and its application to MACsec,,local_cleaned_papers,LOCAL,RAW414,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW414
RAW575,LoRa-Based Smart Agriculture Monitoring and Automatic Irrigation System,,local_cleaned_papers,LOCAL,RAW415,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW415
RAW576,Innovations in Sensor-Based Systems and Sustainable Energy Solutions for Smart Agriculture,,local_cleaned_papers,LOCAL,RAW416,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW416
RAW577,Control And Monitoring System Design Cultivation of Lettuce Using Method Aeroponics,,local_cleaned_papers,LOCAL,RAW417,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW417
RAW578,Robust Event-Triggered Control for Networked Control Systems Under DoS Attacks,,local_cleaned_papers,LOCAL,RAW418,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW418
RAW579,Data-Driven Distributed Event-Triggered Control for Networked Multi-Agent Systems,,local_cleaned_papers,LOCAL,RAW419,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW419
RAW580,Event-Based Model Predictive Control for Greenhouse Climate Control with Energy Optimization,,local_cleaned_papers,LOCAL,RAW420,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW420
RAW581,An Efficient Deep Learning Approach for Plant Disease Detection in Smart Agriculture,,local_cleaned_papers,LOCAL,RAW421,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW421
RAW582,AI in Agriculture: Cloud-Powered Precision Farming with Real-Time Data Analytics,,local_cleaned_papers,LOCAL,RAW423,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW423
RAW583,Social Irrigation: An Intelligent Irrigation System,,local_cleaned_papers,LOCAL,RAW424,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW424
RAW584,Observer-based Practical Prescribed-Time Consensus Tracking Control,,local_cleaned_papers,LOCAL,RAW426,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW426
RAW585,Event-based Sensor Data Scheduling: Trade-off between Communication and Control,,local_cleaned_papers,LOCAL,RAW427,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW427
RAW586,Event-Driven Robust Model Predictive Control for Electromagnetic Levitation Systems,,local_cleaned_papers,LOCAL,RAW428,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW428
RAW587,Semi–Global Exponential Stabilization of Nonlinear Time–Delay Systems via Event–Triggered Controllers,,local_cleaned_papers,LOCAL,RAW429,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW429
RAW588,Disturbance Rejection Self-Triggered Distributed MPC for Asynchronous Multiagent Systems,,local_cleaned_papers,LOCAL,RAW430,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW430
RAW589,A Compensation Matrix Based Model Predictive Control Structure for Manufacturing,,local_cleaned_papers,LOCAL,RAW431,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW431
RAW590,FLTrans-Net: transformer-based feature learning network for wheat head detection,,local_cleaned_papers,LOCAL,RAW432,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW432
RAW591,"Smart Farming, Smarter Solutions: Revolutionizing Agriculture with Artificial Intelligence",,local_cleaned_papers,LOCAL,RAW433,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW433
RAW592,Q-learning-based semi-fixed clustering routing algorithm in WSNs,,local_cleaned_papers,LOCAL,RAW435,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW435
RAW593,Towards an intelligent and automatic irrigation system based on internet of things,,local_cleaned_papers,LOCAL,RAW436,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW436
RAW594,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa,,local_cleaned_papers,LOCAL,RAW437,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW437
RAW595,Dynamic Self-Triggered Intelligent Path Tracking Control via Reinforcement Learning,,local_cleaned_papers,LOCAL,RAW438,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW438
RAW596,Optimal Yaw Attitude Tracking Control of Maglev Cars Via Reinforcement Learning-Based MPC,,local_cleaned_papers,LOCAL,RAW439,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW439
RAW597,Immersion and Invariance Adaptive Control for Unmanned Helicopter,,local_cleaned_papers,LOCAL,RAW440,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW440
RAW598,LoRA-Augmented ConvMixed-ViT Architecture for Adaptive Compressive Sensing in AIoT,,local_cleaned_papers,LOCAL,RAW441,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW441
RAW599,Observer-based reinforcement learning for optimal fault-tolerant consensus control,,local_cleaned_papers,LOCAL,RAW442,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW442
RAW600,Using multi-sensor data fusion techniques and machine learning algorithms for UAV-based yield prediction,,local_cleaned_papers,LOCAL,RAW443,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW443
RAW601,Gateway configuration in 2.4 GHz LoRa networks,,local_cleaned_papers,LOCAL,RAW444,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW444
RAW602,"Climate change, water resources and sustainable agriculture: Impact, adaptation and mitigation",,local_cleaned_papers,LOCAL,RAW445,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW445
RAW603,IoT-based intelligent pest management system for precision agriculture,,local_cleaned_papers,LOCAL,RAW447,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW447
RAW604,"Application of smart techniques, internet of things and data mining for sustainable crop production",,local_cleaned_papers,LOCAL,RAW448,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW448
RAW605,Internet-of-Things (IoT)-based smart agriculture: Toward making the fields talk,,local_cleaned_papers,LOCAL,RAW450,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW450
RAW606,Feature Selection for Portable Spectral Sensing Data of Soil Using Broad Learning Network,,local_cleaned_papers,LOCAL,RAW452,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW452
RAW607,The effect of biologically mediated decay rates on modelling soil carbon sequestration,,local_cleaned_papers,LOCAL,RAW453,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW453
RAW608,Design of an Internet of Things (IoT)-based photosynthetically active radiation (PAR) monitoring system,,local_cleaned_papers,LOCAL,RAW454,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW454
RAW609,Transformative technologies in digital agriculture: Leveraging Internet of Things and AI,,local_cleaned_papers,LOCAL,RAW457,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW457
RAW610,Machine learning enabled IoT system for soil nutrients monitoring and crop recommendation,,local_cleaned_papers,LOCAL,RAW460,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW460
RAW611,An eXplainable AI (XAI) model for text-based patent novelty analysis,,local_cleaned_papers,LOCAL,RAW461,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW461
RAW612,Enhancing smart farming through the applications of Agriculture 4.0 technologies,,local_cleaned_papers,LOCAL,RAW462,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW462
RAW613,Smart water management platform: IoT-based precision irrigation for agriculture,,local_cleaned_papers,LOCAL,RAW464,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW464
RAW614,An effective hybrid attention model for crop yield prediction,,local_cleaned_papers,LOCAL,RAW467,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW467
RAW615,"From Industry 4.0 to Agriculture 4.0: Current Status, Enabling Technologies, and Research Challenges",,local_cleaned_papers,LOCAL,RAW471,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW471
RAW616,Malicious detection model with artificial neural network in IoT-based smart farming security,,local_cleaned_papers,LOCAL,RAW474,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW474
RAW617,IoT-based smart irrigation management system to enhance agricultural water security,,local_cleaned_papers,LOCAL,RAW475,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW475
RAW618,Towards sustainable agriculture: Harnessing AI for global food security,,local_cleaned_papers,LOCAL,RAW477,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW477
RAW619,An ingenious IoT-based crop prediction system using ML and EL,,local_cleaned_papers,LOCAL,RAW478,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW478
RAW620,Smart Crop Recommender System-A Machine Learning Approach,,local_cleaned_papers,LOCAL,RAW479,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW479
RAW621,Agriculture 4.0 and smart sensors: the scientific evolution of digital agriculture,,local_cleaned_papers,LOCAL,RAW481,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW481
RAW622,An improved random forest based on the classification accuracy and correlation measurement,,local_cleaned_papers,LOCAL,RAW482,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW482
RAW623,Performance Evaluation of Unsupervised Learning in Optimization of IOT-based Irrigation System,,local_cleaned_papers,LOCAL,RAW483,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW483
RAW624,Construction and comprehensive evaluation of an index system for climate-smart agricultural development in China,,local_cleaned_papers,LOCAL,RAW485,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW485
RAW625,Fast generalized ramp loss support vector machine for pattern classification,,local_cleaned_papers,LOCAL,RAW486,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW486
RAW626,IoT-based system of prevention and control for crop diseases and insect pests,,local_cleaned_papers,LOCAL,RAW487,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW487
RAW627,Monitoring citrus soil moisture and nutrients using an IoT-based system,,local_cleaned_papers,LOCAL,RAW489,DOI exact match or normalized title similarity >= 0.94,D01_duplicate_of_RAW489
