candidate_id,source_raw_id,title,year,doi,url,source_channel,query_id,fulltext_status,pdf_url,landing_url,retrieval_note,pnce_decision,pnce_evidence,manual_review_note
FT069,RAW269,"Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil",2023,10.17660/actahortic.2023.1377.79,https://doi.org/10.17660/actahortic.2023.1377.79,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.17660/actahortic.2023.1377.79,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT070,RAW284,Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors,2021,10.3390/s21155110,https://doi.org/10.3390/s21155110,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.3390/s21155110,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT071,RAW291,A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture,2024,10.1109/jiot.2024.3440200,https://doi.org/10.1109/jiot.2024.3440200,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1109/jiot.2024.3440200,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT072,RAW292,Controlling irrigation in a container nursery using IoT,2018,10.3934/agrfood.2018.3.205,https://doi.org/10.3934/agrfood.2018.3.205,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.3934/agrfood.2018.3.205,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT073,RAW293,Digital twin-enabled intelligent irrigation-drainage system for precision water-salt management in saline agroecosystems,2025,10.1016/j.agwat.2025.109957,https://doi.org/10.1016/j.agwat.2025.109957,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1016/j.agwat.2025.109957,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT074,RAW294,"Creation of Parcelas 5.0 using the 5S framework (social, sustainable, smart, sensing and safe) to improve traditional farming in Mexico",2025,10.1080/19397038.2025.2471306,https://doi.org/10.1080/19397038.2025.2471306,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1080/19397038.2025.2471306,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT075,RAW296,Design of an Efficient Automated Closed-Loop Irrigation System for Stable Remote Access to Field Conditions,2019,10.35940/ijeat.f8366.088619,https://doi.org/10.35940/ijeat.f8366.088619,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.35940/ijeat.f8366.088619,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT076,RAW299,Automated Irrigation and Fertigation System Applying Sensing Technology,2021,10.30880/jeva.2021.02.02.009,https://doi.org/10.30880/jeva.2021.02.02.009,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.30880/jeva.2021.02.02.009,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT077,RAW300,Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring,2025,10.1109/icaiss61471.2025.11042035,https://doi.org/10.1109/icaiss61471.2025.11042035,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1109/icaiss61471.2025.11042035,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT078,RAW301,IoT and Inception V3 for Precision Rice Disease Detection,2025,10.1109/cmss66566.2025.11182534,https://doi.org/10.1109/cmss66566.2025.11182534,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1109/cmss66566.2025.11182534,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT079,RAW307,Towards Precision Agriculture: IoT-Enabled Intelligent Irrigation Systems Using Deep Learning Neural Network,2021,10.1109/jsen.2021.3069266,https://doi.org/10.1109/jsen.2021.3069266,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.1109/jsen.2021.3069266,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT080,RAW310,IoT-Blockchain Enabled Optimized Provenance System for Food Industry 4.0 Using Advanced Deep Learning,2020,10.3390/s20102990,https://doi.org/10.3390/s20102990,OpenAlex,Q10,pending_retrieval,,https://doi.org/10.3390/s20102990,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT081,RAW320,IoT-Enabled Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT082,RAW322,Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT083,RAW324,Analyzing the Effectiveness of Wireless Sensor Networks in Smart Agriculture with OPNET,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT084,RAW325,Data-driven model predictive control (MPC) for irrigation management in agricultural greenhouse under CO2 enrichment,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT085,RAW327,Spatiotemporal prediction of soil moisture content using machine learning algorithms,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT086,RAW329,"MIMO-OFDM Based Wireless Sensor Networks: Standards, Challenges, and Opportunities in Smart Agriculture",2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT087,RAW335,Energy-Efficient and Secure Routing in WSN-IoT for Smart Agriculture using Hybrid Optimization,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT088,RAW336,Internet of Things (IoT) Based Smart Agriculture Monitoring System,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT089,RAW338,Internet of Things (IoT) and Agricultural Unmanned Aerial Vehicles (UAVs) in Smart Farming,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT090,RAW339,Scalable and Efficient Data Collection in IoT-Based Smart Farming,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT091,RAW343,Research on Agricultural Environmental Monitoring System Based on IoT,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT092,RAW344,Green-IoT based Smart Agriculture System for Real-time Monitoring and Control,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT093,RAW350,Edge-AI-Enabled IoT Systems for Smart Agriculture,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT094,RAW351,Smart Agriculture System Based on Long Range Wide Area Network,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT095,RAW352,IoT Based Smart Agriculture Monitoring and Irrigation System,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT096,RAW357,Control And Monitoring System Design Cultivation of Lettuce Using Method Aeroponics Based on Smart Farming,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT097,RAW361,Data-driven model predictive control (MPC) for irrigation management to optimize water and energy,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT098,RAW362,"Edge Computing-Enabled Smart Agriculture: Technical Architectures, Practical Evolution, and Bottleneck Breakthroughs",2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT099,RAW367,Navigating ethics in wireless sensor networks for sustainable agriculture,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT100,RAW369,"Smart Farming Technologies: IoT, Sensors, and Data Analytics",2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT101,RAW378,Intelligent Offloading of IoT-Based Smart Agriculture Data in Edge-Cloud Continuum,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT102,RAW386,"Design, development, and evaluation of a low-cost smart greenhouse control system",2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT103,RAW388,Design and development of IoT smart drip irrigation and fertigation prototype,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT104,RAW389,Virtual sensors for smart farming: An IoT-and AI-enabled approach,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT105,RAW393,RL-Guided MPC for Autonomous Greenhouse Control,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT106,RAW395,Development and evaluation of wireless sensor network (WSN) based automated drip irrigation system,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT107,RAW396,Hybrid LoRaWAN–MQTT Architecture for Portable Smart Greenhouses,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT108,RAW398,CropSynergy: Harnessing IoT Solutions for Smart and Efficient Crop Management,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT109,RAW405,"Control Algorithms for Intelligent Agriculture: Applications, Challenges, and Future Directions",2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT110,RAW413,IoT-Enabled Autonomous Rover for Small-Scale Precision Farming,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT111,RAW415,LoRa-Based Smart Agriculture Monitoring and Automatic Irrigation System,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT112,RAW420,Event-Based Model Predictive Control for Greenhouse Climate Control with Energy Optimization,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT113,RAW437,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa,2025,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT114,RAW447,IoT-based intelligent pest management system for precision agriculture,2024,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT115,RAW450,Internet-of-Things (IoT)-based smart agriculture: Toward making the fields talk,2019,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT116,RAW458,IoT-based smart irrigation systems: an overview on the recent trends,2020,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT117,RAW460,Machine learning enabled IoT system for soil nutrients monitoring and crop recommendation,2023,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT118,RAW464,Smart water management platform: IoT-based precision irrigation for agriculture,2019,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT119,RAW474,Malicious detection model with artificial neural network in IoT-based smart farming security,2024,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT120,RAW475,IoT-based smart irrigation management system to enhance agricultural water security,2024,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT121,RAW483,Performance Evaluation of Unsupervised Learning in Optimization of IOT-based Irrigation System,2024,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT122,RAW487,IoT-based system of prevention and control for crop diseases and insect pests,2024,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT123,RAW489,Monitoring citrus soil moisture and nutrients using an IoT-based system,2017,,,local_paper_list,LOCAL,pending_retrieval,,,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
