id,appendix_title,appendix_year,appendix_doi,verified_title,verified_year,verified_authors,verified_doi,match_score,match_status,provider,is_year_mismatch,raw_content
S070,Smart greenhouses as the path towards precision agriculture in the food-energy and water nexus: case study of Qatar,2022,10,Smart greenhouses as the path towards precision agriculture in the food-energy and water nexus: case study of Qatar,2022,"Karanisa, Theodora, Achour, Yasmine, Ouammi, Ahmed, Sayadi, Sami",10.1007/s10669-022-09862-2,1.0,high,crossref,no,Smart greenhouses as the path towards precision agriculture in the food-energy and water nexus: case study of Qatar (2022). DOI: 10.1007/s10669-022-09862-2.
S071,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture,2020,10,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture,2020,"Codeluppi, Gaia, Cilfone, Antonio, Davoli, Luca, Ferrari, Gianluigi",10.3390/s20072028,1.0,high,crossref,no,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture (2020). DOI: 10.3390/s20072028.
S072,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving,2021,10,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving,2021,"Benyezza, Hamza, Bouhedda, Mounir, Rebouh, Samia",10.1016/j.jclepro.2021.127001,1.0,high,crossref,no,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving (2021). DOI: 10.1016/j.jclepro.2021.127001.
S073,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network,2016,10,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network,2016,"Mat, Ibrahim, Mohd Kassim, Mohamed Rawidean, Harun, Ahmad Nizar, Mat Yusoff, Ismail",10.1109/icos.2016.7881983,1.0,high,crossref,no,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network (2016). DOI: 10.1109/icos.2016.7881983.
S074,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming,2018,10,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming,2018,"Cambra, Carlos, Sendra, Sandra, Lloret, Jaime, Lacuesta, Raquel",10.3390/s18051333,1.0,high,crossref,no,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming (2018). DOI: 10.3390/s18051333.
S075,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things,2017,10,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things,2017,"Li, Zhaochan, Wang, Jinlong, Higgs, Russell, Zhou, Li, Yuan, Wenbin",10.1109/cse-euc.2017.212,1.0,high,crossref,no,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things (2017). DOI: 10.1109/cse-euc.2017.212.
S076,Precision agriculture applications using wireless moisture sensor network,2015,10,Precision agriculture applications using wireless moisture sensor network,2015,"Mat, Ibrahim, Kassim, Mohamed Rawidean Mohd, Harun, Ahmad Nizar",10.1109/micc.2015.7725400,1.0,high,crossref,no,Precision agriculture applications using wireless moisture sensor network (2015). DOI: 10.1109/micc.2015.7725400.
S077,Precision Agriculture for Greenhouses Using a Wireless Sensor Network,2017,10,Precision Agriculture for Greenhouses Using a Wireless Sensor Network,2017,"Hamouda, Yousef E. M., Elhabil, Basel H. Y.",10.1109/picict.2017.20,1.0,high,crossref,no,Precision Agriculture for Greenhouses Using a Wireless Sensor Network (2017). DOI: 10.1109/picict.2017.20.
S078,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol,2018,10,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol,2018,"Syafarinda, Y, Akhadin, F, Fitri, Z E, Yogiswara, , Widiawan, B, Rosdiana, E",10.1088/1755-1315/207/1/012059,1.0,high,crossref,no,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol (2018). DOI: 10.1088/1755-1315/207/1/012059.
S079,An IoT based system for telemetry and control of Greenhouse environment,2019,10,An IoT based system for telemetry and control of Greenhouse environment,2019,"Aafreen, Rubeena, Neyaz, Salwa Yasmeen, Shamim, Raaziyah, Beg, M. Salim",10.1109/upcon47278.2019.8980258,1.0,high,crossref,no,An IoT based system for telemetry and control of Greenhouse environment (2019). DOI: 10.1109/upcon47278.2019.8980258.
S080,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production",2016,10,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production",2016,"Saavoss, Monica, Majsztrik, John, Belayneh, Bruk, Lea-Cox, John, Lichtenberg, Erik",10.1007/s00271-016-0511-y,1.0,high,crossref,no,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production (2016). DOI: 10.1007/s00271-016-0511-y."
S081,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment,2017,10,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment,2017,"Pahuja, Roop, Verma, Harish Kumar, Uddin, Moin",10.5307/jbe.2017.42.1.023,1.0,high,crossref,no,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment (2017). DOI: 10.5307/jbe.2017.42.1.023.
S082,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module,2020,10,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module,2020,"Hassan Muosa, Ali, Mohan Hamed, Aqeel",10.1088/1757-899x/928/3/032037,1.0,high,crossref,no,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module (2020). DOI: 10.1088/1757-899x/928/3/032037.
S083,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture,2024,10,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture,2024,"Mohammed, Bilal Mishaal, Alsaadi, Mahmood, Khalaf, Mohammed, Awad, Alaa Sabree",10.18280/jesa.570302,1.0,high,crossref,no,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture (2024). DOI: 10.18280/jesa.570302.
S084,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks,2024,10,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks,2024,"Raro, Edralin R., Palaoag, Thelma D.",10.1109/iccds60734.2024.10560448,1.0,high,crossref,no,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks (2024). DOI: 10.1109/iccds60734.2024.10560448.
S085,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control,2023,10,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control,2023,"Hidalgo, Carlos Hernández, González-Vidal, Aurora, Skarmeta, Antonio F.",10.1109/wf-iot58464.2023.10539452,1.0,high,crossref,no,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control (2023). DOI: 10.1109/wf-iot58464.2023.10539452.
S086,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture,2024,10,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture,2024,"Guevara, Ivan, Ryan, Stephen, Singh, Amandeep, Brandon, Colm, Margaria, Tiziana",10.3390/s24020495,1.0,high,crossref,no,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture (2024). DOI: 10.3390/s24020495.
S087,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming,2024,10,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming,2024,"Makondo, Ntshuxeko, Kobo, Hlabishi I., Mathonsi, Topside E., Plessis, Deon P. Du",10.1109/access.2024.3466994,1.0,high,crossref,no,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming (2024). DOI: 10.1109/access.2024.3466994.
S088,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation,2024,10,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation,2024,"Garma, Angeline D., Cruz, Febus Reidj G.",10.1109/tssa63730.2024.10864141,1.0,high,crossref,no,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation (2024). DOI: 10.1109/tssa63730.2024.10864141.
S089,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things,2021,10,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things,2021,"Pan, Aimin, Wang, Nan",10.1088/1742-6596/1883/1/012062,1.0,high,crossref,no,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things (2021). DOI: 10.1088/1742-6596/1883/1/012062.
S090,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology,2018,10,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology,2018,"Wen, Li, Qingfang, Zhang, Ke, Huang, Xueke, Luo, Kai, Guo",10.1145/3208854.3208897,1.0,high,crossref,no,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology (2018). DOI: 10.1145/3208854.3208897.
S091,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms,2022,10,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms,2022,"Rokade, Ashay, Singh, Manwinder, Malik, Praveen Kumar, Singh, Rajesh, Alsuwian, Turki",10.3390/app12199992,1.0,high,crossref,no,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms (2022). DOI: 10.3390/app12199992.
S092,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform",2020,10,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform",2020,", , Arshad, Jehangir",10.17485/ijst/v13i27.311,1.0,high,crossref,no,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform (2020). DOI: 10.17485/ijst/v13i27.311."
S093,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic,2021,10,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic,2021,"Sahour, Abdelhakim, Boumehrez, Farouk, Benouaret, Mohamed, Mokhneche, Azzouz",10.18280/i2m.200105,1.0,high,crossref,no,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic (2021). DOI: 10.18280/i2m.200105.
S094,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller,2020,10,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller,2020,"Alaviyan, Y., Aghaseyedabdollah, MH., Sadafi, MH., Yazdizade, A.",10.1109/icspis51611.2020.9349619,1.0,high,crossref,no,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller (2020). DOI: 10.1109/icspis51611.2020.9349619.
S095,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller,2021,10,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller,2021,"Aghaseyedabdollah, Mh., Alaviyan, Y., Yazdizadeh, A.",10.1109/icwr51868.2021.9443022,1.0,high,crossref,no,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller (2021). DOI: 10.1109/icwr51868.2021.9443022.
S096,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture,2023,10,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture,2023,"Tawfeek, Medhat A., Yanes, Nacim, Jamel, Leila, Aldehim, Ghadah, Mahmood, Mahmood A.",10.32604/cmc.2023.042179,1.0,high,crossref,no,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture (2023). DOI: 10.32604/cmc.2023.042179.
S097,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects,2023,10,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects,2023,", , Ghazouani, M., Azzouazi, M., , , Lamhour, M. A., , ",10.23939/mmc2023.02.524,1.0,high,crossref,no,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects (2023). DOI: 10.23939/mmc2023.02.524.
S098,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning,2020,10,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning,2020,"Singh, Rashbir, Singh, Prateek, Kharb, Latika",10.1108/978-1-83909-099-820201017,1.0,high,crossref,no,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning (2020). DOI: 10.1108/978-1-83909-099-820201017.
S099,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT",2021,10,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT",2021,"Abul-Soud, M. A., Emam, M. S. A., Mohammed, Sh. M.",10.9734/ijpss/2021/v33i430430,1.0,high,crossref,no,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT (2021). DOI: 10.9734/ijpss/2021/v33i430430."
S100,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture,2025,10,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture,2025,"V, Venkataramanan, Pimpale, Mrunalini, Kapure, Vijay, Mishra, Pankaj, Rokade, Aarya, Bhushan, Tulsi, Singh, Jitendra",10.54392/irjmt2545,1.0,high,crossref,no,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture (2025). DOI: 10.54392/irjmt2545.
S101,Intelligent Greenhouse cultivation empowered in IoT ecosystem,2021,10,Intelligent Greenhouse cultivation empowered in IoT ecosystem,2021,"Princess T, George, E, Poovammal",10.1109/agers53903.2021.9617304,1.0,high,crossref,no,Intelligent Greenhouse cultivation empowered in IoT ecosystem (2021). DOI: 10.1109/agers53903.2021.9617304.
S102,LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato,2022,10,LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato,2022,"Zhang, Haozhe, He, Long, Gioia, Francesco Di, Choi, Daeun, Elia, Antonio, Heinemann, Paul",10.1016/j.atech.2022.100053,1.0,high,crossref,no,LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato (2022). DOI: 10.1016/j.atech.2022.100053.
S103,Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production,2023,10,Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production,2023,"Seyar, Mohammad Hussain, Ahamed, Tofael",10.3390/app13095556,1.0,high,crossref,no,Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production (2023). DOI: 10.3390/app13095556.
S104,Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production,2020,10,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production,2021,"Zhang, Haozhe, He, Long, Di Gioia, Francesco, Choi, Daeun Dana, Heinemann, Paul",10.13031/aim.202100877,0.946,high,crossref,yes,Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production (2020). DOI: 10.13031/aim.202000762.
S105,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production,2021,10,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production,2021,"Zhang, Haozhe, He, Long, Di Gioia, Francesco, Choi, Daeun Dana, Heinemann, Paul",10.13031/aim.202100877,1.0,high,crossref,no,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production (2021). DOI: 10.13031/aim.202100877.
S106,"Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil",2023,10,"Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil",2023,"Zhang, Haozhe, He, Long, Di Gioia, F.",10.17660/actahortic.2023.1377.79,1.0,high,crossref,no,"Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil (2023). DOI: 10.17660/actahortic.2023.1377.79."
S107,Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors,2021,10,Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors,2021,"Placidi, Pisana, Morbidelli, Renato, Fortunati, Diego, Papini, Nicola, Gobbi, Francesco, Scorzoni, Andrea",10.3390/s21155110,1.0,high,crossref,no,Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors (2021). DOI: 10.3390/s21155110.
S108,A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture,2024,10,A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture,2024,"Bukhari, Moomal, Owais Athar, Syed, Ullah, Mukhtar, Naveed Aman, Muhaxgmmad",10.1109/jiot.2024.3440200,1.0,high,crossref,no,A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture (2024). DOI: 10.1109/jiot.2024.3440200.
S109,Digital twin-enabled intelligent irrigation-drainage system for precision water-salt management in saline agroecosystems,2025,10,Digital twin-enabled intelligent irrigation-drainage system for precision water-salt management in saline agroecosystems,2025,"Qin, Mengting, Zhang, Chuansong, Ma, Guorong, Ma, Yongcheng, Feng, Xiong, Li, Peijie, Feng, Kepeng",10.1016/j.agwat.2025.109957,1.0,high,crossref,no,Digital twin-enabled intelligent irrigation-drainage system for precision water-salt management in saline agroecosystems (2025). DOI: 10.1016/j.agwat.2025.109957.
S110,"Creation of Parcelas 5.0 using the 5S framework (social, sustainable, smart, sensing and safe) to improve traditional farming in Mexico",2025,10,"Creation of Parcelas 5.0 using the 5S framework (social, sustainable, smart, sensing and safe) to improve traditional farming in Mexico",2025,"Molina, Arturo, Sánchez López, Alondra Michel, Martínez Jiménez, Emigdio, Barcenas Cortés, Ana Lidia, Ponce, Pedro",10.1080/19397038.2025.2471306,1.0,high,crossref,no,"Creation of Parcelas 5.0 using the 5S framework (social, sustainable, smart, sensing and safe) to improve traditional farming in Mexico (2025). DOI: 10.1080/19397038.2025.2471306."
S111,Design of an Efficient Automated Closed-Loop Irrigation System for Stable Remote Access to Field Conditions,2019,10,Design of an Efficient Automated Closed-Loop Irrigation System for Stable Remote Access to Field Conditions,2019,", , A*, Jabeena., Singh, Tarandeep, , , M, Jasmin., , ",10.35940/ijeat.f8366.088619,1.0,high,crossref,no,Design of an Efficient Automated Closed-Loop Irrigation System for Stable Remote Access to Field Conditions (2019). DOI: 10.35940/ijeat.f8366.088619.
S112,Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring,2025,10,Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring,2025,"V, Nivi, A, Senthil G., S, Geerthik, M, Venu Aravind, S, Tarun",10.1109/icaiss61471.2025.11042035,1.0,high,crossref,no,Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring (2025). DOI: 10.1109/icaiss61471.2025.11042035.
S113,IoT and Inception V3 for Precision Rice Disease Detection,2025,10,IoT and Inception V3 for Precision Rice Disease Detection,2025,"Sriram, A., Ramasubramanian, B., Parameswaran, G., Krishnarani, M., Raja, E., Sundaresan, S.",10.1109/cmss66566.2025.11182534,1.0,high,crossref,no,IoT and Inception V3 for Precision Rice Disease Detection (2025). DOI: 10.1109/cmss66566.2025.11182534.
S114,IoT-Enabled Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture,2025,,IoT-Enabled Adaptive Watering System With ARIMA-Based Soil Moisture Prediction for Smart Agriculture,2025,"Afzal, Muhammad, Ahmed Saeed, Iftikhar, Noman Sohail, Muhammad, Hanif Md Saad, Mohamad, Sarker, Mahidur R.",10.1109/access.2025.3532447,1.0,high,crossref,no,IoT-Enabled Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture (2025).
S115,Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status,2025,,Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status,2024,"Ahmed, Shahriar, Reza, Md Nasim, Samsuzzaman, , Karim, Md Rejaul, Jin, Hongbin, Kim, Heetae, Chung, Sun-Ok",10.3390/iot6010002,1.0,high,crossref,yes,Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status (2025).
S116,Scalable and Efficient Data Collection in IoT-Based Smart Farming,2025,,Efficient unmanned aerial vehicle-based data collection for IoT smart farming,2024,"Haider, Sami Ahmed, Ahmad, Khwaja Mutahir, Khan, Abdullah Aman",10.1016/j.iot.2024.101184,0.62,low,crossref,yes,Scalable and Efficient Data Collection in IoT-Based Smart Farming (2025).
S117,Research on Agricultural Environmental Monitoring System Based on IoT,2025,,Agricultural Production System Based on IoT,2013,"Meonghun Lee, Jeong-Hwan Hwang, Hyun Yoe",10.1109/cse.2013.126,0.679,low,openalex,yes,Research on Agricultural Environmental Monitoring System Based on IoT (2025).
S118,Hybrid LoRaWAN–MQTT Architecture for Portable Smart Greenhouses,2025,,"Hybrid LoRaWAN–MQTT Architecture for Portable Smart Greenhouses: Cross-Layer Validation of Latency, Energy, and ADMR Trade-Offs",2025,"Perdana, Doan, Lorenz, Pascal, Hartati, Sri, Fadlilah, Umi, Cahyo Handoyo, Gani",10.1109/access.2025.3643617,0.674,low,crossref,no,Hybrid LoRaWAN–MQTT Architecture for Portable Smart Greenhouses (2025).
S119,IoT-Enabled Autonomous Rover for Small-Scale Precision Farming,2025,,IoT-Enabled Autonomous Rover for Small-Scale Precision Farming,2025,"Sanal, Abhiram K., P. R., Akash, Chandran, Alaga, Anoj, Jewel, Francis, Ambily",10.1109/picc67314.2025.11291327,1.0,high,crossref,no,IoT-Enabled Autonomous Rover for Small-Scale Precision Farming (2025).
S120,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa,2025,,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa and Edge Computing,2025,"Zhang, Ying, Wang, Xingchen, Jin, Liyong, Ni, Jun, Zhu, Yan, Cao, Weixing, Jiang, Xiaoping",10.3390/agronomy15020366,0.899,medium,crossref,no,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa (2025).
