unique_id,source_raw_id,title,year,doi,source_channel,query_id,pnce_status,decision,reason_code,evidence_basis
U116,RAW124,RETRACTED ARTICLE: Artificial intelligence-based solutions for climate change: a review,2023,10.1007/s10311-023-01617-y,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U117,RAW126,Recent Advancements in Agriculture Robots: Benefits and Challenges,2023,10.3390/machines11010048,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U118,RAW127,Incorporating Artificial Intelligence Technology in Smart Greenhouses: Current State of the Art,2022,10.3390/app13010014,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U119,RAW128,"Integration of smart sensors and IOT in precision agriculture: trends, challenges and future prospectives",2025,10.3389/fpls.2025.1587869,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U120,RAW129,Internet of Things Approaches for Monitoring and Control of Smart Greenhouses in Industry 4.0,2022,10.3390/en15103834,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U121,RAW130,"Cherry Tomato Production in Intelligent Greenhouses—Sensors and AI for Control of Climate, Irrigation, Crop Yield, and Quality",2020,10.3390/s20226430,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U122,RAW132,Evaluation of Machine Learning Approaches for Precision Farming in Smart Agriculture System: A Comprehensive Review,2024,10.1109/access.2024.3390581,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U123,RAW133,Model Predictive Control of Smart Greenhouses as the Path towards Near Zero Energy Consumption,2020,10.3390/en13143647,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U124,RAW134,Smart greenhouses as the path towards precision agriculture in the food-energy and water nexus: case study of Qatar,2022,10.1007/s10669-022-09862-2,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U125,RAW135,Agricultural Greenhouses: Resource Management Technologies and Perspectives for Zero Greenhouse Gas Emissions,2023,10.3390/agriculture13071464,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U126,RAW136,Agricultural Robotics,2018,10.1146/annurev-control-053018-023617,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U127,RAW137,Design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum,2018,10.1007/s11119-018-9601-6,OpenAlex,Q3,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U128,RAW138,Sensor-Based Model Driven Control Strategy for Precision Irrigation,2016,10.1155/2016/9784071,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U129,RAW139,Deployment Strategies of Soil Monitoring WSN for Precision Agriculture Irrigation Scheduling in Rural Areas,2021,10.3390/s21051693,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U130,RAW140,A Survey on the Role of IoT in Agriculture for the Implementation of Smart Farming,2019,10.1109/access.2019.2949703,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U131,RAW141,Precision Agriculture Techniques and Practices: From Considerations to Applications,2019,10.3390/s19173796,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U132,RAW142,The Path to Smart Farming: Innovations and Opportunities in Precision Agriculture,2023,10.3390/agriculture13081593,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U133,RAW143,Energy-Efficient Wireless Sensor Networks for Precision Agriculture: A Review,2017,10.3390/s17081781,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U134,RAW144,Role of IoT Technology in Agriculture: A Systematic Literature Review,2020,10.3390/electronics9020319,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U135,RAW145,"IoT-Enabled Smart Agriculture: Architecture, Applications, and Challenges",2022,10.3390/app12073396,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U136,RAW146,A Review of Applications and Communication Technologies for Internet of Things (IoT) and Unmanned Aerial Vehicle (UAV) Based Sustainable Smart Farming,2021,10.3390/su13041821,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U137,RAW147,"Internet of Things: Architectures, Protocols, and Applications",2017,10.1155/2017/9324035,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U138,RAW148,Smart Sensors and Smart Data for Precision Agriculture: A Review,2024,10.3390/s24082647,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U139,RAW149,"A Review of Precision Irrigation Water-Saving Technology under Changing Climate for Enhancing Water Use Efficiency, Crop Yield, and Environmental Footprints",2024,10.3390/agriculture14071141,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U140,RAW150,A Comprehensive Survey on TinyML,2023,10.1109/access.2023.3294111,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U141,RAW151,Internet of Things and Wireless Sensor Networks for Smart Agriculture Applications: A Survey,2023,10.1109/access.2023.3346299,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U142,RAW152,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture,2020,10.3390/s20072028,OpenAlex,Q4,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U143,RAW153,AgriFusion: An Architecture for IoT and Emerging Technologies Based on a Precision Agriculture Survey,2021,10.1109/access.2021.3116814,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U144,RAW154,A Survey on LoRa for Smart Agriculture: Current Trends and Future Perspectives,2022,10.1109/jiot.2022.3230505,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U145,RAW155,Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment,2021,10.1109/access.2021.3101397,OpenAlex,Q4,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U146,RAW156,"Digital Twin: Values, Challenges and Enablers From a Modeling Perspective",2020,10.1109/access.2020.2970143,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U147,RAW157,"A Survey on Energy Efficient Narrowband Internet of Things (NBIoT): Architecture, Application and Challenges",2018,10.1109/access.2018.2881533,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U148,RAW158,Recent Developments of the Internet of Things in Agriculture: A Survey,2020,10.1109/access.2020.3009298,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U149,RAW159,"Towards Next Generation Teaching, Learning, and Context-Aware Applications for Higher Education: A Review on Blockchain, IoT, Fog and Edge Computing Enabled Smart Campuses and Universities",2019,10.3390/app9214479,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U150,RAW160,Precision Agriculture: A Remote Sensing Monitoring System Architecture,2019,10.3390/info10110348,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U151,RAW161,Internet of Things and LoRaWAN-Enabled Future Smart Farming,2019,10.1109/iotm.0001.1900043,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U152,RAW162,Applying IoT Sensors and Big Data to Improve Precision Crop Production: A Review,2023,10.3390/agronomy13102603,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U153,RAW163,"IoT-Enabled Smart Cities: A Review of Concepts, Frameworks and Key Technologies",2022,10.3390/app12031607,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U154,RAW164,Design and Experimental Validation of a LoRaWAN Fog Computing Based Architecture for IoT Enabled Smart Campus Applications,2019,10.3390/s19153287,OpenAlex,Q4,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U155,RAW165,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving,2021,10.1016/j.jclepro.2021.127001,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U156,RAW166,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network,2016,10.1109/icos.2016.7881983,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U157,RAW167,Smart platform based on IoT and WSN for monitoring and control of a greenhouse in the context of precision agriculture,2023,10.1016/j.iot.2023.100830,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U158,RAW168,iPathology: Robotic Applications and Management of Plants and Plant Diseases,2017,10.3390/su9061010,OpenAlex,Q5,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U159,RAW169,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming,2018,10.3390/s18051333,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U160,RAW170,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things,2017,10.1109/cse-euc.2017.212,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U161,RAW171,Precision agriculture applications using wireless moisture sensor network,2015,10.1109/micc.2015.7725400,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U162,RAW172,Precision Agriculture for Greenhouses Using a Wireless Sensor Network,2017,10.1109/picict.2017.20,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U163,RAW173,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol,2018,10.1088/1755-1315/207/1/012059,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U164,RAW174,An IoT based system for telemetry and control of Greenhouse environment,2019,10.1109/upcon47278.2019.8980258,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U165,RAW175,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production",2016,10.1007/s00271-016-0511-y,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U166,RAW176,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment,2017,10.5307/jbe.2017.42.1.023,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U167,RAW177,Software Aspects of WSN for Monitoring in an Indian Greenhouse,2015,10.1109/cicn.2015.313,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U168,RAW178,Monitoring Climatic Conditions Using Wireless Sensor Networks,2017,,OpenAlex,Q5,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U169,RAW179,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module,2020,10.1088/1757-899x/928/3/032037,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U170,RAW180,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture,2024,10.18280/jesa.570302,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U171,RAW181,Design of Smart Irrigation System in the Greenhouse Using WSN and Renewable Energies,2023,10.1007/978-3-031-21216-1_14,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U172,RAW182,Internet-of-Things (IoT)-Based Smart Agriculture: Toward Making the Fields Talk,2019,10.1109/access.2019.2932609,OpenAlex,Q5,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U173,RAW184,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks,2024,10.1109/iccds60734.2024.10560448,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U174,RAW185,Machine Learning Applications for Precision Agriculture: A Comprehensive Review,2020,10.1109/access.2020.3048415,OpenAlex,Q5,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U175,RAW188,Applications of Wireless Sensor Networks: An Up-to-Date Survey,2020,10.3390/asi3010014,OpenAlex,Q5,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U176,RAW189,Monitoring Plant Growth in a Greenhouse Using IoT with the Energy-Efficient Wireless Sensor Network,2022,10.1007/978-3-031-14748-7_5,OpenAlex,Q5,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U177,RAW190,"Internet of Things in Greenhouse Agriculture: A Survey on Enabling Technologies, Applications, and Protocols",2022,10.1109/access.2022.3166634,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U178,RAW191,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control,2023,10.1109/wf-iot58464.2023.10539452,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U179,RAW192,A Comprehensive IoT edge based smart irrigation system for tomato cultivation,2024,10.1016/j.iot.2024.101356,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U180,RAW193,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture,2024,10.3390/s24020495,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U181,RAW194,Edge-Computing Architectures for Real-Time Agricultural Decision Support Using IoT Sensor Networks,2023,10.54660/.jfmr.2023.4.2.329-337,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U182,RAW195,Smart agricultural monitoring system: a practical design approach,2022,10.1145/3567445.3569165,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U183,RAW196,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming,2024,10.1109/access.2024.3466994,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U184,RAW197,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation,2024,10.1109/tssa63730.2024.10864141,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U185,RAW198,"A Survey on IoT Security: Application Areas, Security Threats, and Solution Architectures",2019,10.1109/access.2019.2924045,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U186,RAW203,Privacy-Preserving Edge Intelligence for Agriculture: A 6G-Enabled Federated Learning Architecture,2025,10.1109/icscn67106.2025.11308696,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U187,RAW205,"IoT-Equipped and AI-Enabled Next Generation Smart Agriculture: A Critical Review, Current Challenges and Future Trends",2022,10.1109/access.2022.3152544,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U188,RAW206,Toward the Next Generation of Digitalization in Agriculture Based on Digital Twin Paradigm,2022,10.3390/s22020498,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U189,RAW207,Security and Privacy in Smart Farming: Challenges and Opportunities,2020,10.1109/access.2020.2975142,OpenAlex,Q6,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U190,RAW209,"Internet of Things in arable farming: Implementation, applications, challenges and potential",2020,10.1016/j.biosystemseng.2019.12.013,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U191,RAW210,Adoption of the Internet of Things (IoT) in Agriculture and Smart Farming towards Urban Greening: A Review,2019,10.14569/ijacsa.2019.0100402,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U192,RAW211,State-of-the-Art Internet of Things in Protected Agriculture,2019,10.3390/s19081833,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U193,RAW212,"Characterising the Agriculture 4.0 Landscape—Emerging Trends, Challenges and Opportunities",2021,10.3390/agronomy11040667,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U194,RAW213,Artificial Intelligence to Improve the Food and Agriculture Sector,2021,10.1155/2021/5584754,OpenAlex,Q6,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U195,RAW214,"Security and Privacy for Green IoT-Based Agriculture: Review, Blockchain Solutions, and Challenges",2020,10.1109/access.2020.2973178,OpenAlex,Q6,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U196,RAW215,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things,2021,10.1088/1742-6596/1883/1/012062,OpenAlex,Q7,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U197,RAW216,Role of IoT in sustainable farming,2020,10.1201/b22627-8,OpenAlex,Q7,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U198,RAW217,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology,2018,10.1145/3208854.3208897,OpenAlex,Q7,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U199,RAW222,A Comprehensive Review of Using WSNs and Drones for Improving Crop Production in Precision Agriculture,2025,10.1049/wss2.70019,OpenAlex,Q7,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U200,RAW225,Revolution 4.0: Industry vs. Agriculture in a Future Development for SMEs,2019,10.3390/pr7010036,OpenAlex,Q7,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U201,RAW236,A Review of IoT Sensing Applications and Challenges Using RFID and Wireless Sensor Networks,2020,10.3390/s20092495,OpenAlex,Q7,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U202,RAW237,Survey on Network Slicing for Internet of Things Realization in 5G Networks,2021,10.1109/comst.2021.3067807,OpenAlex,Q7,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U203,RAW240,Internet of Things Empowered Smart Greenhouse Farming,2020,10.1109/jrfid.2020.2984391,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U204,RAW242,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms,2022,10.3390/app12199992,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U205,RAW243,"Technologies, Protocols, and applications of Internet of Things in greenhouse Farming: A survey of recent advances",2024,10.1016/j.inpa.2024.04.002,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U206,RAW244,Smart Greenhouse Monitoring System Using Internet of Things and Artificial Intelligence,2022,10.1007/s11277-022-09528-x,OpenAlex,Q8,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U207,RAW245,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform",2020,10.17485/ijst/v13i27.311,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U208,RAW246,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic,2021,10.18280/i2m.200105,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U209,RAW247,"Multi-Sensor Monitoring, Intelligent Control, and Data Processing for Smart Greenhouse Environment Management",2025,10.3390/s25196134,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U210,RAW248,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller,2020,10.1109/icspis51611.2020.9349619,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U211,RAW249,An Integrated IoT Sensor-Camera System toward Leveraging Edge Computing for Smart Greenhouse Mushroom Cultivation,2024,10.3390/agriculture14030489,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U212,RAW250,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller,2021,10.1109/icwr51868.2021.9443022,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U213,RAW251,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture,2023,10.32604/cmc.2023.042179,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U214,RAW252,Smart Greenhouse Control via NB-IoT,2022,10.32604/iasc.2022.026927,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U215,RAW253,Efficient smart greenhouse modeling for optimal energy consumption and climate conditions Setting,2024,10.1016/j.compag.2024.109674,OpenAlex,Q8,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U216,RAW254,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects,2023,10.23939/mmc2023.02.524,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U217,RAW255,An Autonomous Smart Farming System for Computational Data Analytics using IoT,2022,10.1088/1742-6596/2327/1/012019,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U218,RAW256,Optimizing Resource Efficiency in Smart Greenhouses Through IoT,2024,10.1109/incet61516.2024.10593254,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U219,RAW257,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning,2020,10.1108/978-1-83909-099-820201017,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U220,RAW258,Survey of Clustering Techniques in Internet of Things Architecture,2020,10.1109/tssa51342.2020.9310807,OpenAlex,Q8,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U221,RAW259,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT",2021,10.9734/ijpss/2021/v33i430430,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U222,RAW260,Developing a new IoT network topology for effective Greenhouse Monitoring and Control,2025,10.1016/j.procs.2025.07.183,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U223,RAW261,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture,2025,10.54392/irjmt2545,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U224,RAW262,IoT-based monitoring and control for optimized plant growth in smart greenhouses using soil and hydroponic systems,2025,10.1016/j.iot.2025.101710,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U225,RAW263,Intelligent Greenhouse cultivation empowered in IoT ecosystem,2021,10.1109/agers53903.2021.9617304,OpenAlex,Q8,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
